latency_ms,memory_delta_bytes
29.083100031130016,0
30.057700001634657,0
27.23919996060431,0
30.613300041295588,0
35.02079995814711,0
192.6613999530673,-389120
26.218099985271692,393216
33.464399981312454,0
31.55209997203201,0
27.606199961155653,0
28.37870002258569,0
32.6828999677673,0
26.467000017873943,0
27.998499921523035,0
38.076600059866905,0
36.77390003576875,0
50.09500007145107,0
42.69659996498376,0
71.45419996231794,0
55.94200000632554,0
50.641599926166236,0
71.33939990308136,0
40.80879990942776,0
87.27099990937859,0
92.55639999173582,0
66.07760000042617,0
55.44030002783984,-229376
39.87280000001192,159744
32.45759999845177,0
31.500900047831237,0
49.68729999382049,0
40.67999997641891,0
32.59210009127855,0
32.49610005877912,0
29.943999950774014,0
44.36549998354167,0
34.64149998035282,0
28.032899950630963,0
42.52839996479452,0
29.73449998535216,0
28.35479995701462,0
29.551399988122284,0
53.977099945768714,0
41.99339996557683,0
36.08140000142157,0
43.22099999990314,0
52.66960000153631,0
83.97739997599274,0
80.82619996275753,0
68.95680003799498,0
49.40979997627437,0
40.65079998690635,0
33.5155000211671,0
30.732300016097724,0
24.7917000669986,0
23.066399968229234,0
28.672899934463203,0
44.894499937072396,0
44.61250000167638,0
39.28659996017814,0
27.262100018560886,0
29.529200051911175,0
38.793500047177076,0
50.08820001967251,0
30.850199982523918,0
27.662000036798418,0
26.64039994124323,0
29.457100084982812,0
34.69060000497848,0
288.03689999040216,0
48.73119993135333,0
39.51040003448725,0
87.592399911955,0
51.500000059604645,0
52.550300024449825,0
40.50470003858209,0
30.780000030063093,0
33.41799997724593,0
37.171200034208596,0
33.812600071541965,0
44.078400009311736,0
29.29600002244115,0
39.83800008427352,0
45.33869994338602,0
41.563000064343214,0
27.121899998746812,0
30.083499965257943,0
35.163599997758865,0
45.48730002716184,0
31.533399946056306,0
28.839699923992157,0
33.13910006545484,0
50.54230010136962,0
43.78629999700934,0
46.21689999476075,0
95.51219991408288,0
46.145500033162534,0
44.24650000873953,0
34.75980006624013,0
99.55889999400824,0
72.17519998084754,0
35.32940009608865,0
32.23389992490411,0
32.44580002501607,0
33.62170001491904,0
41.233700001612306,0
70.73539996054024,0
45.65770004410297,0
41.99139995034784,0
279.7708000289276,-765952
29.153899988159537,770048
28.41150003951043,0
30.525200068950653,0
30.742099974304438,0
75.60000009834766,0
69.05089993961155,0
37.661900045350194,192512
41.810500086285174,0
44.09750003833324,0
45.927500003017485,65536
157.57549996487796,0
59.12210000678897,0
28.51360000204295,0
30.6544000050053,0
27.874700026586652,0
27.608100092038512,0
38.80370000842959,0
41.98850004468113,0
41.681500035338104,0
39.46120000910014,0
37.25749999284744,0
34.84590002335608,0
41.118300054222345,0
48.083100002259016,0
30.253699980676174,0
48.16659993957728,0
30.41440004017204,0
28.45719992183149,0
30.02760000526905,0
28.723600087687373,0
29.10769998561591,0
28.40700000524521,0
29.863600037060678,0
27.409199974499643,0
24.800100014545023,0
29.60980008356273,0
30.912599992007017,0
31.402199994772673,0
35.99249990656972,0
34.60310003720224,0
35.978600033558905,0
34.04549998231232,0
35.36039998289198,0
37.559800082817674,0
34.70369998831302,0
33.4216000046581,0
35.75150005053729,0
37.43409994058311,0
31.727500027045608,0
30.840700026601553,0
28.442800045013428,0
28.89590000268072,0
30.48140008468181,0
29.90910003427416,0
29.382599983364344,0
29.833000036887825,0
29.931699973531067,0
30.26050003245473,0
28.26589997857809,0
29.14619992952794,0
27.6688999729231,0
29.389799921773374,0
29.27400008775294,0
28.25869992375374,0
28.26780010946095,0
27.726100059226155,0
28.05109997279942,0
28.8245000410825,0
29.237000038847327,0
28.82170001976192,0
30.98060004413128,0
31.715700053609908,0
30.93140001874417,0
29.08700006082654,0
28.280099970288575,0
30.057700001634657,0
31.114100012928247,0
33.0676999874413,0
44.41119998227805,0
35.101499990560114,0
34.822699963115156,0
34.59079994354397,0
34.07270007301122,0
36.57320002093911,0
36.06680000666529,0
35.39980005007237,0
33.15219993237406,0
